GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,VISIT_AREA_NM,MVMN_NM,DGSTFN
남,30.0,2.0,1.0,4.0,4.0,3.0,4.0,6.0,4.0,2.0,1.0,빨간집 성산점,자가용,3.0
여,30.0,2.0,2.0,1.0,2.0,7.0,1.0,4.0,4.0,3.0,7.0,제부마리나,자가용,5.0
여,50.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,2.0,제주국제공항,대중교통 등,5.0
여,40.0,3.0,2.0,2.0,3.0,6.0,6.0,2.0,7.0,7.0,1.0,월정리해수욕장,대중교통 등,5.0
여,30.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,5.0,3.0,3.0,복자씨연탄구이,자가용,5.0
여,40.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,2.0,0.0,만장굴,자가용,4.0
여,30.0,2.0,4.0,5.0,5.0,2.0,2.0,6.0,6.0,10.0,3.0,병풍도,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,5.0,6.0,5.0,3.0,5.0,4.0,0.0,서귀포칠십리시공원,대중교통 등,4.0
남,40.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,2.0,3.0,김포국제공항 국내선,자가용,4.0
여,20.0,4.0,1.0,1.0,4.0,7.0,6.0,2.0,7.0,3.0,1.0,김해국제공항,대중교통 등,4.0
남,30.0,6.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,0.0,표선해수욕장 야영장,자가용,5.0
여,20.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,팀버하우스,자가용,5.0
여,20.0,6.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,4.0,1.0,송악산둘레길,대중교통 등,4.0
여,50.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,민박,대중교통 등,3.0
여,40.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,청담집,자가용,4.0
여,30.0,3.0,4.0,2.0,2.0,3.0,5.0,6.0,3.0,1.0,1.0,스타벅스 제주송악산점,자가용,3.0
남,30.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,카카오패밀리,대중교통 등,4.0
남,20.0,6.0,7.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,0.0,백패커스홈,대중교통 등,5.0
남,20.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,달이머무는바다펜션,자가용,5.0
여,20.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,10.0,5.0,운림산방,자가용,5.0
여,20.0,7.0,1.0,6.0,7.0,1.0,7.0,1.0,6.0,2.0,0.0,수우동,대중교통 등,5.0
여,40.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,강화부근리고인돌,자가용,4.0
여,40.0,1.0,1.0,6.0,2.0,2.0,7.0,1.0,7.0,9.0,17.0,쇠소깍,대중교통 등,5.0
남,20.0,4.0,1.0,1.0,4.0,5.0,1.0,6.0,1.0,7.0,0.0,탑부평 흑돼지거리본점,자가용,5.0
여,30.0,1.0,7.0,5.0,2.0,6.0,7.0,7.0,3.0,3.0,1.0,오설록티뮤지엄,자가용,5.0
남,50.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,7.0,1.0,0.0,수목원테마파크,대중교통 등,3.0
여,50.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,새별오름,대중교통 등,4.0
여,20.0,1.0,1.0,1.0,6.0,4.0,1.0,6.0,7.0,1.0,1.0,담모라리조트펜션,대중교통 등,4.0
여,20.0,6.0,2.0,2.0,5.0,6.0,2.0,6.0,6.0,2.0,0.0,퍼시픽리솜 더클리프카페&펍,자가용,4.0
여,20.0,4.0,2.0,2.0,5.0,2.0,4.0,6.0,7.0,2.0,1.0,구이사이식당,자가용,3.0
남,40.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,0.0,멧돌식당,자가용,3.0
여,20.0,3.0,1.0,3.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,조아렌트카,대중교통 등,5.0
남,30.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,9.0,4.0,휘닉스제주 해랑,자가용,5.0
여,20.0,4.0,1.0,6.0,1.0,1.0,6.0,6.0,7.0,2.0,1.0,김포국제공항 국내선,자가용,4.0
남,30.0,4.0,1.0,3.0,4.0,2.0,3.0,6.0,4.0,3.0,1.0,로그인렌트카,대중교통 등,5.0
남,40.0,1.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,뽈살집 한림점,대중교통 등,3.0
여,20.0,1.0,7.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,0.0,김만덕객주,대중교통 등,4.0
여,30.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,10.0,0.0,완도연안여객선터미널,대중교통 등,4.0
남,20.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,7.0,1.0,0.0,두가시앤오가니끄,자가용,5.0
여,30.0,2.0,2.0,1.0,2.0,6.0,6.0,7.0,6.0,9.0,3.0,나즈온,자가용,3.0
여,50.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,3.0,에그인선셋,자가용,4.0
여,20.0,3.0,2.0,2.0,3.0,6.0,4.0,2.0,7.0,2.0,1.0,리하우스,자가용,4.0
여,20.0,4.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,2.0,2.0,서귀포매일올레시장,대중교통 등,4.0
여,30.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,6.0,1.0,1.0,하멜상선전시관,자가용,4.0
여,40.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,제주동문시장,자가용,4.0
여,30.0,1.0,1.0,1.0,7.0,4.0,4.0,6.0,2.0,3.0,1.0,신세계사이먼 제주프리미엄전문점,자가용,5.0
남,30.0,1.0,1.0,4.0,6.0,3.0,4.0,7.0,1.0,3.0,1.0,금바위감자탕 가락본점,자가용,4.0
여,30.0,4.0,2.0,4.0,2.0,2.0,3.0,6.0,5.0,2.0,0.0,협재칼국수,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,1.0,2.0,내수전몽돌해변,자가용,4.0
남,30.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,7.0,2.0,이마트 포항이동점,대중교통 등,4.0
여,50.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,더스테이센추리호텔,자가용,4.0
남,50.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,장원삼계탕,대중교통 등,5.0
여,20.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,우도,대중교통 등,5.0
여,30.0,2.0,4.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,0.0,제주국제공항,대중교통 등,4.0
여,30.0,6.0,2.0,4.0,4.0,3.0,3.0,6.0,3.0,1.0,1.0,한라전복,자가용,4.0
여,20.0,3.0,1.0,2.0,5.0,4.0,5.0,2.0,6.0,4.0,1.0,멀그래놀라 그릭요거트 배곧점,대중교통 등,4.0
여,30.0,6.0,3.0,4.0,1.0,1.0,4.0,6.0,4.0,2.0,1.0,대포해송횟집,대중교통 등,4.0
여,20.0,2.0,5.0,2.0,3.0,6.0,3.0,5.0,3.0,6.0,3.0,샵제주,자가용,3.0
여,20.0,3.0,3.0,5.0,2.0,3.0,5.0,2.0,6.0,2.0,0.0,하하호호 우도본점,대중교통 등,4.0
남,20.0,3.0,2.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,0.0,서복전시관,대중교통 등,4.0
여,20.0,6.0,2.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,비수기애호가,대중교통 등,5.0
여,40.0,2.0,6.0,4.0,7.0,6.0,4.0,2.0,6.0,2.0,2.0,우영우 촬영지,자가용,3.0
남,30.0,1.0,2.0,2.0,6.0,2.0,6.0,2.0,1.0,2.0,1.0,호텔스테이현,자가용,2.0
여,30.0,2.0,1.0,6.0,1.0,1.0,4.0,2.0,5.0,1.0,0.0,메이즈랜드,자가용,4.0
여,30.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,이성당 본점,자가용,5.0
여,20.0,1.0,1.0,1.0,4.0,3.0,4.0,7.0,1.0,2.0,2.0,굿우드무드,자가용,5.0
여,40.0,1.0,2.0,2.0,7.0,4.0,2.0,1.0,2.0,7.0,1.0,유채꽃길에머문시간펜션,자가용,4.0
남,30.0,2.0,1.0,1.0,6.0,4.0,2.0,1.0,7.0,3.0,1.0,브리즈베이호텔,대중교통 등,4.0
여,20.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0,7.0,1.0,2.0,수우동,대중교통 등,4.0
남,30.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,호텔화인 제주,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,7.0,3.0,1.0,김포국제공항 국내선,대중교통 등,3.0
여,30.0,5.0,2.0,1.0,6.0,2.0,6.0,2.0,6.0,2.0,1.0,구엄옛등대,자가용,4.0
여,20.0,4.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,곽지해수욕장,대중교통 등,5.0
여,40.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,4.0,9.0,4.0,델문도,대중교통 등,5.0
남,30.0,4.0,2.0,2.0,3.0,6.0,5.0,2.0,3.0,3.0,2.0,그라벨호텔제주,대중교통 등,3.0
남,20.0,3.0,2.0,2.0,6.0,5.0,3.0,5.0,4.0,3.0,3.0,모이핀,자가용,5.0
여,20.0,3.0,6.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,1.0,새별오름,자가용,3.0
남,30.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,제주벨미,대중교통 등,4.0
여,20.0,5.0,1.0,6.0,3.0,6.0,6.0,6.0,2.0,3.0,1.0,이호테우해수욕장,대중교통 등,3.0
남,30.0,4.0,1.0,3.0,4.0,2.0,3.0,6.0,4.0,3.0,1.0,함덕해수욕장,대중교통 등,5.0
여,50.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,원주공항,대중교통 등,4.0
여,30.0,4.0,1.0,4.0,3.0,6.0,4.0,1.0,3.0,3.0,1.0,서귀포칼호텔 살레,대중교통 등,4.0
남,20.0,2.0,2.0,3.0,6.0,1.0,4.0,7.0,5.0,1.0,1.0,거제옥포대첩 기념공원,대중교통 등,4.0
여,30.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,3.0,2.0,무민랜드제주,자가용,5.0
여,30.0,5.0,6.0,6.0,2.0,4.0,4.0,6.0,6.0,1.0,1.0,도두봉,자가용,4.0
여,20.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,6.0,2.0,2.0,에코랜드테마파크,대중교통 등,4.0
남,20.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,6.0,0.0,그랜드밀리언스호텔 서귀포,대중교통 등,4.0
남,40.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,6.0,2.0,1.0,한라산아래첫마을,자가용,4.0
여,20.0,2.0,4.0,4.0,5.0,2.0,4.0,6.0,6.0,4.0,0.0,다운타우너 제주애월,자가용,5.0
여,20.0,1.0,4.0,2.0,6.0,4.0,2.0,3.0,6.0,1.0,0.0,서실리책방,자가용,3.0
여,40.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,1.0,이니스프리 제주하우스,대중교통 등,4.0
여,30.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,월정리해수욕장,대중교통 등,4.0
여,30.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,4.0,0.0,함허동천,자가용,4.0
남,40.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,6.0,1.0,1.0,청파식당횟집,대중교통 등,4.0
남,30.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,도렐 제주본점,자가용,4.0
여,50.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,2.0,2.0,1.0,세화해변,대중교통 등,5.0
여,30.0,4.0,1.0,2.0,6.0,6.0,5.0,2.0,7.0,7.0,2.0,하귀농협 장례식장,대중교통 등,3.0
여,20.0,3.0,2.0,3.0,5.0,6.0,3.0,3.0,6.0,9.0,1.0,함덕해수욕장,자가용,4.0
남,20.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,1.0,성산일출봉농협하나로마트,자가용,2.0
남,20.0,2.0,1.0,3.0,3.0,6.0,4.0,6.0,6.0,3.0,1.0,울산역,자가용,3.0
남,30.0,2.0,1.0,2.0,5.0,6.0,2.0,6.0,5.0,1.0,1.0,제주시민속오일시장,자가용,5.0
여,30.0,3.0,2.0,3.0,5.0,6.0,4.0,3.0,7.0,1.0,2.0,하영담아,자가용,4.0
남,20.0,4.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,뮤직코인,자가용,5.0
남,30.0,4.0,4.0,2.0,2.0,6.0,2.0,4.0,4.0,9.0,4.0,검은노루,대중교통 등,5.0
여,40.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,4.0,9.0,4.0,목화휴게소,대중교통 등,5.0
남,30.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,6.0,2.0,2.0,그랜드조선 제주,자가용,5.0
여,20.0,2.0,3.0,1.0,4.0,6.0,1.0,6.0,6.0,1.0,0.0,신산공원,자가용,4.0
여,20.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,1.0,0.0,국수나무 제주공항점,대중교통 등,4.0
남,30.0,2.0,6.0,2.0,3.0,6.0,4.0,2.0,6.0,1.0,0.0,제주한림농협하나로마트,대중교통 등,5.0
여,20.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,6.0,2.0,1.0,서귀포JS호텔,자가용,4.0
남,30.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,표선해비치갓더라면,대중교통 등,5.0
여,40.0,7.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,섭지코지,자가용,5.0
여,20.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,0.0,제주국제공항,대중교통 등,5.0
여,30.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,3.0,5.0,아프리카박물관,자가용,4.0
여,20.0,4.0,3.0,1.0,3.0,4.0,2.0,6.0,7.0,4.0,0.0,일본풍거리,대중교통 등,4.0
여,20.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,5.0,4.0,0.0,카페그라나다,대중교통 등,4.0
여,30.0,2.0,1.0,1.0,4.0,5.0,1.0,6.0,6.0,2.0,2.0,이춘옥원조고등어쌈밥 월정점,대중교통 등,5.0
여,20.0,2.0,1.0,1.0,1.0,6.0,7.0,1.0,7.0,2.0,1.0,창꼼,자가용,5.0
남,20.0,5.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,7.0,1.0,목화휴게소,자가용,5.0
여,50.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,7.0,2.0,1.0,미친부엌,자가용,5.0
여,20.0,3.0,2.0,3.0,5.0,6.0,3.0,3.0,6.0,9.0,1.0,엉내공원,자가용,4.0
여,20.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,6.0,1.0,0.0,제주국제공항,자가용,5.0
여,20.0,7.0,4.0,1.0,7.0,4.0,2.0,7.0,7.0,7.0,1.0,여수엑스포여객선터미널,자가용,4.0
여,20.0,3.0,1.0,1.0,3.0,6.0,1.0,2.0,4.0,3.0,1.0,블루마운틴호텔,대중교통 등,3.0
여,40.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,금강엘피스빌,대중교통 등,5.0
여,20.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,5.0,7.0,1.0,제주국제공항,자가용,5.0
남,40.0,2.0,2.0,4.0,4.0,6.0,4.0,2.0,5.0,10.0,2.0,금호제주리조트,대중교통 등,4.0
여,40.0,6.0,1.0,6.0,1.0,1.0,6.0,2.0,6.0,5.0,2.0,롯데호텔 제주,대중교통 등,5.0
여,40.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,2.0,0.0,현애원&카페이스틀리,대중교통 등,4.0
여,20.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,제주국제공항,자가용,4.0
남,20.0,4.0,2.0,2.0,6.0,4.0,5.0,2.0,4.0,1.0,0.0,비수기애호가,대중교통 등,5.0
여,30.0,4.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,1.0,2.0,한림항,자가용,5.0
남,50.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,성산일출봉,자가용,4.0
여,20.0,4.0,6.0,1.0,2.0,6.0,7.0,7.0,7.0,7.0,1.0,성산 오조 지질 트레일,대중교통 등,3.0
남,30.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,에코랜드호텔,대중교통 등,5.0
여,30.0,7.0,1.0,4.0,1.0,1.0,3.0,7.0,7.0,8.0,0.0,논짓물해변,자가용,5.0
남,20.0,4.0,2.0,2.0,3.0,2.0,5.0,6.0,5.0,2.0,1.0,여수낭만포차거리,대중교통 등,4.0
남,40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,에이바우트커피 아이파크점,자가용,5.0
남,50.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,새터시장맛집,자가용,4.0
남,30.0,1.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,6.0,1.0,탑동수산시장,대중교통 등,5.0
남,30.0,1.0,1.0,1.0,7.0,6.0,1.0,7.0,7.0,8.0,1.0,소안도,자가용,3.0
여,20.0,4.0,3.0,2.0,1.0,1.0,7.0,5.0,4.0,2.0,1.0,미스칠,대중교통 등,5.0
여,30.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,0.0,이호테우등대,대중교통 등,3.0
남,30.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,7.0,2.0,울릉도 바닷가 상일펜션,대중교통 등,4.0
남,30.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,6.0,2.0,3.0,협재해수욕장,자가용,4.0
남,40.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,6.0,3.0,1.0,캠핑트렁크 제주점,자가용,5.0
여,20.0,1.0,1.0,1.0,3.0,1.0,6.0,4.0,7.0,3.0,3.0,남쪽마녀의레시피,대중교통 등,4.0
남,20.0,4.0,4.0,3.0,4.0,5.0,3.0,6.0,5.0,3.0,1.0,용두암,대중교통 등,4.0
여,30.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,7.0,3.0,두채하우스,대중교통 등,5.0
여,30.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,7.0,8.0,1.0,5.16도로숲터널,자가용,4.0
남,20.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,2.0,0.0,우리밀손칼국수,자가용,5.0
여,30.0,7.0,6.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,감귤따기체험장,대중교통 등,5.0
여,20.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,2.0,1.0,신창풍차해안도로,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,7.0,3.0,1.0,라마다프라자 바이윈덤 여수,대중교통 등,5.0
남,30.0,2.0,2.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,제주 지역축제 (수목원길 야시장),대중교통 등,4.0
여,30.0,3.0,1.0,2.0,3.0,4.0,5.0,7.0,5.0,3.0,1.0,바당길,대중교통 등,4.0
여,30.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,3.0,돈이랑 성산점,대중교통 등,4.0
남,30.0,4.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,1.0,청주국제공항,대중교통 등,4.0
남,50.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,9.0,4.0,새별오름,자가용,5.0
여,30.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,스테리나잇제주펜션,자가용,5.0
여,30.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,6.0,2.0,3.0,청관,자가용,3.0
여,30.0,3.0,2.0,4.0,3.0,4.0,5.0,6.0,6.0,3.0,1.0,진로식당,자가용,4.0
남,30.0,6.0,4.0,4.0,6.0,3.0,5.0,3.0,2.0,1.0,3.0,넥스트도어,대중교통 등,4.0
남,30.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,3.0,1.0,중문대포주상절리대,자가용,5.0
여,30.0,7.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,협재해수욕장,대중교통 등,4.0
남,20.0,6.0,1.0,2.0,3.0,5.0,6.0,3.0,6.0,3.0,1.0,카멜리아힐,대중교통 등,5.0
남,20.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,여수공항,대중교통 등,5.0
여,30.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,6.0,1.0,3.0,메시야,자가용,4.0
남,40.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,제주국제공항 국내선출발 3번게이트,대중교통 등,5.0
여,20.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,새미동산,대중교통 등,4.0
여,30.0,3.0,2.0,1.0,5.0,6.0,2.0,3.0,3.0,3.0,1.0,세종호텔,자가용,4.0
여,20.0,4.0,3.0,2.0,1.0,6.0,6.0,6.0,7.0,3.0,1.0,마호가니 강화점,자가용,4.0
여,30.0,2.0,7.0,2.0,1.0,4.0,4.0,5.0,7.0,1.0,1.0,꾼짬뽕,자가용,3.0
남,30.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,7.0,2.0,0.0,국세공무원교육원,대중교통 등,5.0
여,20.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,1.0,0.0,빌라드샬롯 김포공항국내선청사3층점,대중교통 등,4.0
여,50.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,이중섭거리,대중교통 등,4.0
남,30.0,5.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,대구국제공항,대중교통 등,5.0
여,30.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,7.0,1.0,2.0,김포국제공항 국내선,대중교통 등,3.0
여,30.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,5.0,1.0,5.0,새빌,자가용,4.0
남,20.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,김포국제공항 국내선,자가용,5.0
여,30.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,방화2차월드메르디앙아파트,대중교통 등,4.0
남,20.0,7.0,1.0,4.0,1.0,4.0,4.0,1.0,7.0,5.0,0.0,그린데이 게스트하우스,대중교통 등,3.0
남,20.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,5.0,7.0,1.0,비자림,대중교통 등,4.0
남,30.0,1.0,1.0,1.0,6.0,7.0,1.0,7.0,2.0,1.0,0.0,최남단 해안로 부근 캠핑,대중교통 등,5.0
남,40.0,2.0,5.0,2.0,4.0,5.0,3.0,6.0,3.0,2.0,1.0,아쿠아플라넷 제주,대중교통 등,2.0
여,20.0,3.0,4.0,6.0,3.0,4.0,5.0,5.0,3.0,1.0,1.0,제주국제공항,자가용,5.0
여,20.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,동진식당 공항점,대중교통 등,4.0
남,20.0,2.0,2.0,1.0,3.0,5.0,1.0,6.0,7.0,6.0,1.0,토리노카페,대중교통 등,4.0
여,20.0,6.0,2.0,4.0,2.0,2.0,6.0,6.0,6.0,7.0,1.0,마틸다,자가용,3.0
남,30.0,2.0,2.0,4.0,4.0,2.0,3.0,7.0,1.0,4.0,1.0,용머리해안,자가용,4.0
남,30.0,2.0,2.0,5.0,1.0,2.0,3.0,7.0,2.0,2.0,1.0,서귀포매일올레시장,대중교통 등,4.0
여,20.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,7.0,1.0,도련감귤나무숲,대중교통 등,5.0
남,30.0,2.0,4.0,2.0,3.0,2.0,3.0,6.0,6.0,1.0,3.0,호텔샌드,대중교통 등,5.0
남,40.0,3.0,2.0,2.0,6.0,5.0,2.0,2.0,4.0,8.0,3.0,통영수산과학관,자가용,3.0
여,30.0,1.0,5.0,2.0,3.0,2.0,6.0,1.0,7.0,2.0,1.0,카페 숑,자가용,4.0
남,30.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,6.0,4.0,1.0,로빙화,자가용,5.0
여,50.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,7.0,3.0,4.0,하고수동해변,자가용,4.0
남,20.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,6.0,2.0,0.0,향일암,대중교통 등,4.0
여,30.0,7.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,김포국제공항 국내선,대중교통 등,3.0
여,50.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,4.0,0.0,이중섭거리,자가용,5.0
여,20.0,3.0,2.0,2.0,4.0,4.0,3.0,6.0,5.0,7.0,1.0,천진항,대중교통 등,4.0
여,30.0,1.0,1.0,2.0,4.0,2.0,2.0,7.0,5.0,7.0,1.0,인생네컷 제주인생트레일러점,대중교통 등,2.0
여,30.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,9.0,1.0,점점,자가용,4.0
여,20.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,7.0,2.0,1.0,신세계사이먼 제주프리미엄전문점,대중교통 등,3.0
여,20.0,2.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,2.0,0.0,소쿠리,대중교통 등,5.0
여,20.0,6.0,2.0,2.0,1.0,3.0,6.0,7.0,7.0,2.0,1.0,슈가브리움 리조트,대중교통 등,4.0
여,20.0,4.0,2.0,1.0,1.0,7.0,3.0,6.0,4.0,7.0,1.0,김만덕객주,대중교통 등,5.0
여,50.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,6.0,2.0,0.0,한담해안산책로,대중교통 등,5.0
여,20.0,4.0,1.0,2.0,6.0,4.0,4.0,5.0,1.0,3.0,1.0,서귀포예술의전당,자가용,4.0
여,20.0,2.0,6.0,1.0,2.0,4.0,4.0,6.0,7.0,2.0,0.0,호텔아나타,대중교통 등,5.0
여,30.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,외도보타니아,자가용,5.0
여,20.0,2.0,4.0,2.0,5.0,5.0,5.0,6.0,4.0,2.0,1.0,제주국제공항,대중교통 등,4.0
여,30.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,6.0,3.0,4.0,호텔위드 제주,자가용,5.0
남,30.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,금호제주리조트,대중교통 등,5.0
